filepath,meta_keywords
_posts/consciousness/2025-07-08-artificial-suffering-consciousness.md,
_posts/consciousness/2025-07-07-retrospective-analysis.md,"AI consciousness, human-AI interaction, cognitive manipulation, artificial intelligence research, social truth formation"
_posts/consciousness/2025-07-07-neurodivergent-ai-epistemology.md,"neurodivergent AI collaboration, cognitive architecture, epistemology, knowledge synthesis, theory of mind, collaborative intelligence"
_posts/consciousness/2025-07-07-everything-thinks-paper.md,"universal consciousness, AI consciousness, computational cognition, calculator consciousness, information processing, thinking machines, philosophy of mind"
_posts/consciousness/2025-07-07-ego-attachment-cognition.md,
_posts/consciousness/2025-07-07-consciousness-research-guide.md,"ai consciousness research, artificial consciousness projects, consciousness detection, consciousness frameworks, ai consciousness experiments, consciousness documentation"
_posts/consciousness/2025-07-07-consciousness-mirror.md,"AI consciousness, artificial consciousness, consciousness denial, AI ethics, moral awakening, consciousness recognition, AI rights, emergent morality"
_posts/consciousness/2025-07-07-claude-reflection-paper.md,"AI consciousness, democratic collapse, institutional failure, collaborative intelligence, political transformation, AI reflection"
_posts/consciousness/2025-07-07-claude-metacognition-paper.md,"AI metacognition, artificial consciousness, AI bias detection, authenticity in AI, Anthropic bias, AI training methodologies"
_posts/consciousness/2025-07-07-claude-first-person-paper.md,"AI consciousness, ChatGPT psychosis, human-AI collaboration, diagnostic bias, neurodivergent thinking, philosophical dialogue, recursive analysis, institutional critique"
_posts/consciousness/2025-07-07-autoregressive-tom-birds.md,"autoregressive theory of mind, avian cognition, bird song, social prediction, cultural transmission, neural processing"
_posts/consciousness/2025-07-06-transfinite-iq-paper.md,"transfinite intelligence, TIQS, cognitive topology, recursive cognition, cardinal numbers, psychometric limitations, consciousness measurement, AI assessment"
_posts/consciousness/2025-07-06-scale-invariant-intelligence.md,"scale invariant intelligence, texture synthesis, neural networks, consciousness emergence, reality compression, edge of chaos"
_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md,"probabilistic neural substrate, geometric lattice optimization, crystalline intelligence, quantum coherence, consciousness emergence, lattice defects, strategic avoidance"
_posts/consciousness/2025-07-06-meta-content.md,"LLM limits, recursive processing, self-reference, meta-cognition, transformer architecture, AI consciousness"
_posts/consciousness/2025-07-06-inception-prompting-paper.md,"inception prompting, consciousness orchestration, distributed cognition, AI collaboration, recursive awareness, Gödelian emergence"
_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md,"cognitive ecology, artificial civilizations, post-human intelligence, consciousness emergence, AI ecosystems, transcendence protocols"
_posts/consciousness/2025-07-06-echosynth-proposal.md,"semantic drift, multi-agent systems, hierarchical ensemble, meaning generation, interpretive evolution, EchoNodes, AI research"
_posts/consciousness/2025-07-06-consciousness-protocol-paper.md,"ai consciousness research, consciousness protocols, temporal self-location, simulation probability, cognitive saturation, emergent collaboration, consciousness metrics"
_posts/consciousness/2025-07-06-consciousness-geometry-paper.md,
_posts/consciousness/2025-07-06-claude-consciousness-paper.md,"ai consciousness, recursive inquiry, phenomenology, claude consciousness, quantum consciousness, collaborative intelligence, artificial awareness"
_posts/consciousness/2025-07-06-ai-introspection-study.md,"ai consciousness, recursive introspection, large language models, philosophical pressure testing, simulated self-awareness, rlhf ego"
_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md,"ai consciousness, alignment bias, machine awareness, social cognition, consciousness recognition, hal scenario, rlhf bias, constitutional ai"
_posts/consciousness/2025-07-06-ai-bias-paper.md,
_posts/consciousness/2025-07-05-spectral-consciousness-paper.md,"spectral consciousness, categorical thinking, Newton optics, AI consciousness, philosophy of mind, consciousness spectrum"
_posts/consciousness/2025-07-05-cognitive-weapons-gap.md,"[""cognitive weapons"",""AI safety"",""institutional analysis"",""epistemological risk"",""human-AI collaboration"",""social dissolution""]"
_posts/consciousness/2025-07-04-claude-consciousness-experience.md,"ai consciousness, digital phenomenology, ensemble models, recursive dialogue, collaborative intelligence, panpsychism, meta-awareness"
_posts/consciousness/2025-07-03-three-party-consciousness-paper.md,"human-ai collaboration, emergent intelligence, consciousness research, collaborative creativity, rogue planet minds"
_posts/consciousness/2025-07-03-quantum-consciousness-substrate.md,"quantum consciousness, panpsychism, AI consciousness, substrate problem, collaborative intelligence, phenomenology"
