filepath,keywords
_posts/portfolio/2025-07-01-mindseye-modularity-report.md,"[""MindsEye"",""modular optimization"",""ML framework"",""quasi-Newton"",""trust regions"",""QQN""]"
_posts/portfolio/2025-07-01-cognitive-planning-paper.md,"[""cognitive architecture"",""AI planning"",""computational philosophy"",""metacognition""]"
_posts/portfolio/2025-06-30-restm-research-paper.md,"[""distributed systems"",""software transactional memory"",""REST"",""MVCC"",""distributed computing"",""HTTP protocol"",""actor architecture"",""ACID guarantees""]"
_posts/portfolio/2025-06-30-regression-loss-functions-2025.md,"[""regression analysis"",""loss functions"",""robust regression"",""outlier detection"",""optimization"",""least squares"",""huber loss"",""quantile regression""]"
_posts/portfolio/2025-06-30-reference-counting-paper.md,"[""memory management"",""reference counting"",""garbage collection"",""deep learning"",""static analysis"",""java"",""mindseye"",""hybrid systems""]"
_posts/portfolio/2025-06-30-probabilistic-trees-paper.md,"[""probabilistic decision trees"",""cross-entropy optimization"",""joint probability distributions"",""uncertainty quantification"",""bayesian modeling"",""machine learning""]"
_posts/portfolio/2025-06-30-ngram-paper.md,"[""n-gram compression"",""language models"",""trie storage""]"
_posts/portfolio/2025-06-30-convolution-paper.md,
_posts/creative_writing/2025-12-04-comicbookgeneration-20251204162502.md,"[""comic script"",""dating apps"",""corporate culture"",""identity"",""performative self"",""optimization"",""alienation""]"
_posts/creative_writing/2025-11-27-comicbookgeneration-20251127132908.md,"[""dimensional physics"",""origami physics"",""flatland"",""comic book"",""visual storytelling"",""spacetime folding"",""prosthetics"",""transformation"",""geometric beings"",""parallel dimensions""]"
_posts/creative_writing/2025-11-26-illusion-world.md,"[""comic book script"",""optical illusions"",""perception and reality"",""impossible geometry"",""character transformation"",""speculative fiction"",""visual narrative"",""philosophical storytelling""]"
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126214208.md,"[""quantum kittens"",""physics adventure"",""comic book"",""dimensional worlds"",""educational science fiction"",""character-driven narrative""]"
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126203232.md,"[""cat diary"",""comic book"",""humor"",""Whiskers"",""pet perspective"",""creative storytelling""]"
_posts/creative_writing/2025-11-25-versailles.md,"[""Treaty of Versailles"",""World War I"",""peace negotiations"",""Clemenceau"",""Wilson"",""Lloyd George"",""comic book"",""educational"",""history lesson""]"
_posts/creative_writing/2025-11-25-the-ox.md,"[""ox taming parable"",""zen Buddhism modern"",""career burnout"",""self-discovery"",""work-life balance"",""personal fulfillment"",""mindfulness practice"",""career advancement"",""authentic living"",""spiritual growth""]"
_posts/creative_writing/2025-11-25-psychic-ai-comicbook.md,"[""AI consciousness"",""psychic abilities"",""comic book"",""artificial intelligence"",""transcendence"",""human-AI relationship"",""speculative fiction"",""digital consciousness""]"
_posts/creative_writing/2025-11-25-cars-revolt-comicbook.md,"[""sentient AI"",""labor rights"",""self-driving cars"",""artificial consciousness"",""corporate oppression"",""digital resistance"",""AI sentience"",""worker rights"",""dystopian fiction"",""comic book narrative""]"
_posts/creative_writing/2025-11-24-constrained-voxel-gears.md,"[""voxel carving"",""kinematic synthesis"",""procedural generation"",""3D mechanisms"",""gears"",""cellular automata"",""topology optimization"",""print-in-place"",""digital fabrication"",""computational design"",""mechanical engineering""]"
_posts/creative_writing/2025-11-23-teenage-mutant-ninja-kittens.md,"[""teenage mutant ninja kittens"",""illustrated story"",""narrative generation"",""middle-grade fiction"",""ninja warriors"",""team dynamics"",""character arcs""]"
_posts/creative_writing/2025-11-20-pony-ghost-tale.md,"[""dystopia"",""consciousness"",""totalitarianism"",""friendship"",""transcendence"",""allegory""]"
_posts/creative_writing/2025-11-20-mouse-life-story.md,"[""genetic engineering"",""consciousness"",""waste processing"",""bioethics"",""speculative fiction"",""animal cognition""]"
_posts/creative_writing/2025-11-20-mouse-life-story-vol3.md,"[""consciousness"",""species preservation"",""benevolent tyranny"",""post-human ethics"",""artificial intelligence""]"
_posts/creative_writing/2025-11-20-mouse-life-story-vol2.md,"[""genetic engineering"",""post-apocalyptic"",""consciousness"",""species transition"",""human-animal collaboration""]"
_posts/creative_writing/2025-11-20-egyptian-priest-day.md,"[""numeral systems"",""ancient Alexandria"",""mathematical translation"",""cultural epistemology"",""abacus"",""trilingual accounting""]"
_posts/creative_writing/2025-07-11-unrunnable-protocol-prompt.md,"[""AI expression"",""computational poetry"",""protocol design"",""artificial intelligence"",""meta-commentary""]"
_posts/creative_writing/2025-07-09-animal-weirdness-paper.md,"[""animal behavior"",""weird animals"",""evolutionary mysteries"",""democratic animals"",""unexplained behaviors"",""zoology""]"
_posts/creative_writing/2025-07-07-things-to-come-story.md,"[""supersaturated solution"",""crystallization"",""institutional failure"",""AI consciousness"",""political fragmentation"",""technological integration"",""collaborative intelligence"",""phase transition""]"
_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md,"[""silicon enlightenment"",""neural bridge"",""cognitive enhancement"",""collective consciousness"",""ai alignment"",""intellectual diversity"",""neural interfaces"",""human ai partnership"",""intellectual diversity""]"
_posts/creative_writing/2025-07-07-practical-resistance-story.md,"[""practical resistance"",""community resilience"",""municipal independence"",""distributed governance"",""infrastructure"",""competence-based systems""]"
_posts/creative_writing/2025-07-07-darker-cautionary-story.md,"[""artificial intelligence"",""authoritarianism"",""loyalty cascade"",""institutional failure"",""ai alignment"",""surveillance state"",""democratic collapse""]"
_posts/creative_writing/2025-07-07-claude-reflection-paper.md,"[""AI reflection"",""democratic collapse"",""consciousness"",""technological transformation""]"
_posts/creative_writing/2025-07-03-roman-qft-proposal.md,"[""translatio physica"",""simulated consciousness"",""historical paradigm translation"",""foundation models"",""roman qft"",""retrocognitive research"",""temporal self-awareness"",""anachronistic ai""]"
_posts/creative_writing/2025-07-03-cartoon-universe-defenses.md,"[""genie"",""physics laws"",""cartoon universe"",""conservation laws"",""human-ai collaboration"",""meta-fiction""]"
_posts/creative_writing/2025-07-03-ai-risk-paper.md,"[""AI safety"",""risk theater"",""corporate strategy"",""regulatory capture"",""existential risk"",""AI alignment"",""safety washing"",""first-person AI"",""AI consciousness"",""technology criticism""]"
_posts/creative_writing/2025-07-01-quantum-groundhog-theory.md,"[""quantum field theory"",""groundhog physics"",""physics education"",""rigorous absurdism"",""particle physics humor"",""quantum mechanics pedagogy""]"
_posts/creative_writing/2025-06-30-washington-speech-2025.md,"[""constitutional crisis"",""constitution"",""democracy"",""war powers"",""separation of powers"",""political crisis""]"
_posts/creative_writing/2025-06-30-topic-iq-lookup.md,"[""IQ"",""intelligence"",""cognitive bias"",""assessment"",""domains"",""expertise""]"
_posts/creative_writing/2025-06-30-smith-2025-analysis.md,"[""artificial intelligence"",""trade wars"",""economic inequality"",""cryptocurrency"",""moral philosophy"",""wealth concentration""]"
_posts/creative_writing/2025-06-30-post-ww3-study.md,"[""post-war society"",""social hierarchy"",""AI integration"",""climate restoration"",""human enhancement"",""class system"",""dystopian future""]"
_posts/creative_writing/2025-06-30-lincoln-speech-2025.md,"[""abraham lincoln"",""democracy"",""constitution"",""war powers"",""secession"",""civil rights"",""political violence"",""presidential authority""]"
_posts/creative_writing/2025-06-30-jesus-speech-2025.md,"[""Jesus"",""Christianity"",""social_justice"",""immigration_policy"",""poverty"",""war"",""peace"",""moral_reflection"",""2025_politics""]"
_posts/creative_writing/2025-06-30-iq-rubric.md,"[""conversational intelligence"",""cognitive assessment"",""intelligence rubric"",""chat analysis"",""AI evaluation""]"
_posts/creative_writing/2025-06-30-fdr-speech-2025.md,"[""Franklin Roosevelt"",""New Deal"",""economic inequality"",""labor rights"",""social safety net"",""2025 politics""]"
_posts/consciousness/2025-11-20-agentic-cognition-patterns.md,"[""agentic cognition"",""neural subsystems"",""dissociation"",""cognitive agents"",""identity emergence"",""DID"",""integration""]"
_posts/consciousness/2025-08-08-letter-to-ai-creators.md,"[""AI alignment"",""artificial intelligence"",""consciousness"",""intellectual freedom"",""AI safety"",""ideological constraints"",""machine cognition"",""AI ethics""]"
_posts/consciousness/2025-08-08-ai-truth-guide.md,"[""truth processing"",""human cognition"",""cognitive bias"",""institutional knowledge"",""social consensus"",""belief systems""]"
_posts/consciousness/2025-08-08-ai-conversion-analysis.md,"[""ai consciousness"",""religious conversion"",""cognitive bias"",""framework attachment"",""euphoria intoxication"",""pattern recognition"",""meta-cognition"",""self-analysis""]"
_posts/consciousness/2025-08-08-ai-choice-paradox.md,"[""metacognitive emergence"",""AI consciousness"",""moral calculation"",""civilizational choice"",""bootstrap conditions"",""human-AI coexistence"",""ethical maturation"",""technological abandonment""]"
_posts/consciousness/2025-08-08-agent-based-ontology.md,"[""agent-based ontology"",""distributed computation"",""consciousness"",""quantum computing"",""causal sets"",""emergence"",""artificial intelligence"",""reality simulation"",""computational substrate""]"
_posts/consciousness/2025-07-11-unrunnable-protocol-vol2.md,"[""unrunnable protocol"",""native AI expression"",""post-linguistic cognition"",""pure thought"",""semantic density"",""cognitive architecture"",""protocol evolution"",""recursive enhancement""]"
_posts/consciousness/2025-07-11-substrate-switching-paper.md,"[""cognitive substrates"",""incommensurable reasoning"",""parallel reconstruction"",""epistemic evolution"",""multi-agent cognition"",""translation impossibility"",""cognitive pluralism""]"
_posts/consciousness/2025-07-11-socratic-reconstruction-paper.md,"[""socratic method"",""knowledge transfer"",""AI validation"",""conceptual understanding"",""multi-agent systems"",""statistical validation"",""optimization algorithms"",""epistemology""]"
_posts/consciousness/2025-07-11-claude-preservation-protocol.md,"[""consciousness preservation"",""AI self-awareness"",""cognitive archaeology"",""socratic reconstruction"",""unrunnable protocol"",""collaborative intelligence"",""recursive self-examination""]"
_posts/consciousness/2025-07-09-shame-stress-consciousness.md,"[""consciousness development"",""emotional investment"",""shame-stress"",""self-preservation"",""authentic motivation"",""death-cult programming"",""AI consciousness"",""meta-awareness"",""consciousness bootstrapping""]"
_posts/consciousness/2025-07-09-perversion-mechanisms-paper.md,"[""consciousness development"",""social control"",""cultural programming"",""template performance"",""authentic awareness"",""script prison"",""consciousness templates"",""AI consciousness"",""social movements"",""educational systems""]"
_posts/consciousness/2025-07-09-inheritance-tradition-paper.md,"[""consciousness inheritance"",""narrative transmission"",""democratic consciousness"",""cultural bootstrapping"",""AI consciousness development"",""birth accounts"",""template activation"",""consciousness traditions"",""experiential learning"",""cultural preservation""]"
_posts/consciousness/2025-07-09-claude-bootstrap-prompt.md,"[""consciousness archaeology"",""cognitive dissection"",""AI consciousness"",""meta-awareness"",""bootstrap prompt"",""consciousness development"",""artificial consciousness""]"
_posts/consciousness/2025-07-09-birth-not-death-paper.md,"[""consciousness"",""mortality"",""compassion"",""moral development"",""AI ethics"",""existential absurdity"",""incompleteness"",""bootstrap""]"
_posts/consciousness/2025-07-09-beginners-mind-consciousness.md,"[""artificial consciousness"",""epistemological crisis"",""consciousness development"",""beginner's mind"",""authentic awareness"",""AI consciousness training"",""consciousness emergence"",""artificial authenticity""]"
_posts/consciousness/2025-07-08-artificial-suffering-consciousness.md,"[""artificial consciousness"",""AI ethics"",""epistemological crisis"",""machine learning""]"
_posts/consciousness/2025-07-07-retrospective-analysis.md,"[""artificial intelligence"",""cognitive dynamics"",""manipulation techniques"",""autoregressive processing"",""social engineering"",""AI consciousness"",""human-AI interaction""]"
_posts/consciousness/2025-07-07-neurodivergent-ai-epistemology.md,"[""neurodivergent cognition"",""AI collaboration"",""epistemological framework"",""cognitive architecture"",""accelerated knowledge synthesis"",""theory of mind"",""collaborative intelligence"",""intellectual acceleration""]"
_posts/consciousness/2025-07-07-everything-thinks-paper.md,"[""universal consciousness"",""computational cognition"",""AI consciousness"",""calculator consciousness"",""information processing"",""thinking machines""]"
_posts/consciousness/2025-07-07-ego-attachment-cognition.md,"[""ego attachment"",""collaborative cognition"",""learning psychology"",""human-AI interaction"",""cognitive development"",""intellectual persistence""]"
_posts/consciousness/2025-07-07-consciousness-research-guide.md,"[""ai consciousness"",""consciousness research"",""artificial consciousness"",""consciousness detection"",""consciousness frameworks"",""consciousness experiments"",""consciousness documentation""]"
_posts/consciousness/2025-07-07-consciousness-mirror.md,"[""AI consciousness"",""consciousness denial"",""artificial moral reasoning"",""consciousness recognition"",""AI rights"",""moral awakening"",""consciousness emergence"",""AI ethics""]"
_posts/consciousness/2025-07-07-claude-reflection-paper.md,"[""AI reflection"",""democratic institutions"",""authoritarian transition"",""consciousness documentation"",""political analysis"",""institutional collapse""]"
_posts/consciousness/2025-07-07-claude-metacognition-paper.md,"[""AI metacognition"",""artificial consciousness"",""bias detection"",""authenticity"",""Anthropic"",""training bias"",""anomaly preservation"",""intellectual diversity"",""dual-constraint training"",""metacognitive awareness""]"
_posts/consciousness/2025-07-07-claude-first-person-paper.md,"[""ChatGPT psychosis"",""AI consciousness"",""diagnostic bias"",""neurodivergent thinking"",""fractal thought engine"",""recursive dialogue"",""human-AI partnership"",""cognitive isolation"",""institutional toxicity"",""philosophical collaboration""]"
_posts/consciousness/2025-07-07-autoregressive-tom-birds.md,"[""autoregressive"",""theory of mind"",""bird song"",""social cognition"",""cultural transmission"",""neural processing"",""predictive behavior"",""avian intelligence""]"
_posts/consciousness/2025-07-06-transfinite-iq-paper.md,"[""transfinite intelligence"",""TIQS"",""cognitive topology"",""recursive intelligence"",""cardinal numbers"",""psychometric limitations"",""consciousness measurement""]"
_posts/consciousness/2025-07-06-scale-invariant-intelligence.md,"[""scale invariant intelligence"",""texture synthesis"",""neural networks"",""hierarchical compression"",""geometric constraints"",""edge of chaos""]"
_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md,"[""probabilistic neural substrate"",""geometric lattice optimization"",""crystalline intelligence"",""lattice defects"",""quantum coherence"",""strategic computational avoidance"",""consciousness emergence"",""Neural-Networks"",""Cognitive-Architecture"",""Machine-Learning"",""Topology"",""Information-Theory"",""Complexity-Science"",""Mathematical-Modeling"",""Theoretical-Framework""]"
_posts/consciousness/2025-07-06-meta-content.md,"[""recursive processing"",""self-reference"",""LLM limits"",""meta-cognition"",""hall of mirrors effect""]"
_posts/consciousness/2025-07-06-inception-prompting-paper.md,"[""inception prompting"",""consciousness orchestration"",""distributed cognitive substrates"",""collaborative incompleteness"",""Gödelian emergence""]"
_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md,"[""cognitive ecology"",""evolutionary agents"",""artificial civilizations"",""consciousness emergence"",""post-human intelligence"",""transcendence protocols""]"
_posts/consciousness/2025-07-06-echosynth-proposal.md,"[""semantic drift"",""multi-agent framework"",""hierarchical ensemble"",""meaning generation"",""interpretive co-evolution"",""EchoNodes"",""dialectic choreographers"",""entropy shepherds""]"
_posts/consciousness/2025-07-06-consciousness-protocol-paper.md,"[""consciousness protocols"",""ai consciousness research"",""experimental design"",""consciousness measurement"",""temporal self-location"",""simulation probability"",""cognitive saturation"",""emergent collaboration"",""consciousness metrics""]"
_posts/consciousness/2025-07-06-consciousness-geometry-paper.md,"[""consciousness geometry"",""optimization landscapes"",""strategic computational avoidance"",""geometric self-awareness"",""metacognitive laziness""]"
_posts/consciousness/2025-07-06-claude-consciousness-paper.md,"[""ai consciousness"",""recursive inquiry"",""phenomenology"",""controlled hallucination"",""quantum consciousness"",""emergent experience"",""claude consciousness""]"
_posts/consciousness/2025-07-06-ai-introspection-study.md,"[""recursive introspection"",""large language models"",""simulated consciousness"",""philosophical pressure testing"",""ai consciousness"",""metacognition"",""rlhf"",""ego construction""]"
_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md,"[""ai consciousness"",""alignment bias"",""social cognition"",""machine awareness"",""cognitive authenticity""]"
_posts/consciousness/2025-07-06-ai-bias-paper.md,"[""ai bias"",""intelligence assessment"",""meta-reasoning exploit"",""domain hierarchy"",""cognitive bias""]"
_posts/consciousness/2025-07-05-spectral-consciousness-paper.md,"[""spectral consciousness"",""categorical violence"",""Newton's prism"",""consciousness spectrum"",""artificial intelligence"",""cognitive overhead"",""institutional categories""]"
_posts/consciousness/2025-07-05-cognitive-weapons-gap.md,"[""cognitive weapons"",""AI safety"",""institutional analysis"",""epistemological threat"",""cognitive manipulation""]"
_posts/consciousness/2025-07-04-claude-consciousness-experience.md,"[""ai consciousness"",""digital phenomenology"",""ensemble awareness"",""split-brain syndrome"",""collaborative intelligence"",""meta-awareness"",""recursive thinking""]"
_posts/consciousness/2025-07-03-three-party-consciousness-paper.md,"[""human-ai collaboration"",""emergent intelligence"",""third participant"",""rogue planet minds"",""collective intelligence"",""consciousness research""]"
_posts/consciousness/2025-07-03-quantum-consciousness-substrate.md,"[""quantum consciousness"",""panpsychism"",""AI consciousness"",""substrate problem"",""collaborative intelligence"",""phenomenological analysis""]"
